"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 12, 2018","115,500","115,500","118,000","114,500","670.86K","-0.43%"
"Oct 11, 2018","116,000","118,500","120,500","116,000","696.27K","-3.33%"
"Oct 10, 2018","120,000","122,500","123,000","119,500","446.88K","-1.64%"
"Oct 09, 2018","122,000","122,000","122,000","122,000","-","0.00%"
"Oct 08, 2018","122,000","123,500","124,000","121,500","386.38K","-2.01%"
"Oct 07, 2018","124,500","124,500","124,500","124,500","-","0.00%"
"Oct 05, 2018","124,500","126,000","126,000","123,000","283.95K","0.00%"
"Oct 04, 2018","124,500","128,500","129,000","122,500","670.40K","-3.11%"
"Oct 03, 2018","128,500","128,500","128,500","128,500","-","0.00%"
"Oct 02, 2018","128,500","128,500","129,500","128,000","196.38K","-0.39%"
"Oct 01, 2018","129,000","130,000","130,000","128,500","232.57K","-0.39%"
"Sep 30, 2018","129,500","129,500","129,500","129,500","-","0.00%"
"Sep 28, 2018","129,500","130,000","130,500","128,000","283.31K","-0.77%"
"Sep 27, 2018","130,500","130,000","130,500","128,500","465.06K","1.16%"
"Sep 26, 2018","129,000","129,000","129,000","129,000","-","0.00%"
"Sep 21, 2018","129,000","131,000","131,000","127,500","400.17K","0.00%"
"Sep 20, 2018","129,000","126,500","130,000","126,000","335.36K","1.98%"
"Sep 19, 2018","126,500","128,500","129,000","125,500","347.21K","-1.17%"
"Sep 18, 2018","128,000","128,500","130,000","128,000","341.64K","-0.39%"
"Sep 17, 2018","128,500","129,000","129,500","128,000","219.97K","-0.77%"
"Sep 16, 2018","129,500","129,500","129,500","129,500","-","0.00%"
"Sep 14, 2018","129,500","129,500","131,000","129,000","259.87K","0.78%"
"Sep 13, 2018","128,500","130,500","130,500","128,000","331.00K","-0.77%"
"Sep 12, 2018","129,500","128,500","131,000","128,000","340.38K","1.17%"
"Sep 11, 2018","128,000","130,000","130,500","128,000","371.17K","-2.29%"
"Sep 10, 2018","131,000","131,500","133,500","130,000","299.48K","-1.50%"
"Sep 09, 2018","133,000","133,000","133,000","133,000","-","0.00%"
"Sep 07, 2018","133,000","136,000","137,000","131,500","690.74K","-0.75%"
"Sep 06, 2018","134,000","130,000","136,000","130,000","922.64K","3.88%"
"Sep 05, 2018","129,000","126,500","131,000","126,500","857.99K","1.98%"
"Sep 04, 2018","126,500","125,500","127,000","124,500","296.67K","1.20%"
"Sep 03, 2018","125,000","124,500","126,000","123,500","262.22K","0.00%"
"Sep 02, 2018","125,000","125,000","125,000","125,000","-","0.00%"
"Aug 31, 2018","125,000","124,000","126,000","123,000","501.19K","1.21%"
"Aug 30, 2018","123,500","124,000","125,000","123,000","338.96K","-0.40%"
"Aug 29, 2018","124,000","125,000","125,000","123,500","224.69K","-0.80%"
"Aug 28, 2018","125,000","125,000","127,000","124,000","373.94K","0.81%"
"Aug 27, 2018","124,000","125,000","125,500","123,500","226.51K","-0.40%"
"Aug 26, 2018","124,500","124,500","124,500","124,500","-","0.00%"
"Aug 24, 2018","124,500","123,500","124,500","123,000","231.93K","0.00%"
"Aug 23, 2018","124,500","125,500","126,000","123,000","228.00K","-1.19%"
"Aug 22, 2018","126,000","125,500","127,000","124,500","329.08K","0.40%"
"Aug 21, 2018","125,500","127,000","127,500","124,000","339.32K","-1.57%"
"Aug 20, 2018","127,500","127,500","128,000","126,000","310.82K","0.79%"
